attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words
HorizontalSurroundings,Horizontal Surroundings,78142,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.HorizontalSurroundings,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,Horizontal Surroundings,Envelope,Attachments to the outermost horizontal surfaces of the premises.,https://bedes.lbl.gov/node/9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,1.0,Term-to-Term Match,,,,,,
VerticalSurroundings,Vertical Surroundings,78143,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.VerticalSurroundings,160cf3e7-6cd4-42a2-86c2-b239564304f9,Vertical Surroundings,Envelope,Attachments to the outermost vertical surfaces of the premises.,https://bedes.lbl.gov/node/160cf3e7-6cd4-42a2-86c2-b239564304f9,1.0,Term-to-Term Match,,,,,,
Assessments,Assessments,78144,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments,,,,,,,Words: all Word,,,,Assessments,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
Assessment,Assessment,78145,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment,,,,,,,Words: all Word,,,,Assessment,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
AssessmentProgram,Assessment Assessment Program,78146,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentProgram,,,,,,,"Words: Term, Word",Assessment Program,Term,https://bedes.lbl.gov/node/ad6bed68-892c-4078-870e-958b41953f8d,Assessment,https://bedes.lbl.gov/node/b3982f93-0868-4959-a6aa-bca5f6956947,
AssessmentLevel,Assessment Level,78147,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentLevel,3690b215-2550-4f3a-91f3-8714b0ef242d,Assessment Level,Premises,"Value from assessment programs that produce a descriptive (rather than numeric) rating, such as LEED or NGBS.",https://bedes.lbl.gov/node/3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,Term-to-Term Match,,,,,,
AssessmentValue,Assessment Value,78148,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentValue,aa5e89bc-2db3-4aeb-8018-35fdfb58923b,Assessment Value,Premises,"Value from assessment programs that produce a numeric metric, such as Energy Star Score, Home Energy Rating System (HERS) Index Score, Home Energy Score",https://bedes.lbl.gov/node/aa5e89bc-2db3-4aeb-8018-35fdfb58923b,1.0,Term-to-Term Match,,,,,,
AssessmentYear,Assessment Year,78149,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentYear,4c521191-18e1-47c3-8992-0921c4b571ec,Assessment Year,Premises,Year the assessment qualifications for recognition were documented.,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,1.0,Term-to-Term Match,,,,,,
AssessmentVersion,Assessment Version,78150,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Assessments.Assessment.AssessmentVersion,69cb8f56-8e45-4975-9dbb-6d46eaea26c2,Assessment Version,Premises,"Version of the assessment documentation, such as ""2.0""",https://bedes.lbl.gov/node/69cb8f56-8e45-4975-9dbb-6d46eaea26c2,1.0,Term-to-Term Match,,,,,,
YearOccupied,Year Occupied,78151,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOccupied,,,,,,,"Words: Term, Word",Occupied,List-Option,https://bedes.lbl.gov/node/4eb8b2a2-555d-4cc9-8ea2-8a62d8567260,Year,https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec,
YearOfLastEnergyAudit,Year Of Last Energy Audit,78152,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLastEnergyAudit,,,,,,,"Words: Term, Word","Energy,  Audit","List-Option,  List-Option","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/18f13e95-85ef-44f1-92b8-6ab7c118c8fb","Year,  Of,  Last","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/8352647f-b1c4-40e6-b379-738ffc60fe7d",
RetrocommissioningDate,Retrocommissioning Date,78153,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.RetrocommissioningDate,,,,,,,Words: all Term,"Retrocommissioning,  Date","List-Option,  Term","https://bedes.lbl.gov/node/1b392ab5-a2da-47ea-ab32-9eab4a770217, https://bedes.lbl.gov/node/b2a9970d-75bc-4e60-a295-a1f33e2d5dae",,,
YearOfLatestRetrofit,Year Of Most Recent Retrofit,78154,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLatestRetrofit,,,,,,,"Words: Term, Word",Retrofit,List-Option,https://bedes.lbl.gov/node/ac4c720b-7d1d-44e6-90fd-b15995b94f30,"Year,  Of,  Most,  Recent","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/47469a92-0129-4b5c-a74a-c75e96ba93fa, https://bedes.lbl.gov/node/47469a92-0129-4b5c-a74a-c75e96ba93fa",
YearOfLastMajorRemodel,Year Of Last Major Remodel,78155,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.YearOfLastMajorRemodel,,,,,,,"Words: Term, Word",Major Remodel,List-Option,https://bedes.lbl.gov/node/bb3a73bb-7579-4736-a69d-88ae98570c2b,"Year,  Of,  Last","https://bedes.lbl.gov/node/4c521191-18e1-47c3-8992-0921c4b571ec, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/8352647f-b1c4-40e6-b379-738ffc60fe7d",
PercentOccupiedByOwner,Percent Occupied By Owner,78156,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PercentOccupiedByOwner,6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,Percent Occupied By Owner,Contact,Percent of gross floor area that is occupied by the owner.,https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,1.0,Term-to-Term Match,,,,,,
PercentLeasedByOwner,Percent Leased By Owner,78157,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.PercentLeasedByOwner,,,,,,,"Words: Term, Word, Unmatched","Percent,  Owner","List-Option,  List-Option","https://bedes.lbl.gov/node/89c7adf4-76b6-4b05-8580-ba19cd5b5631, https://bedes.lbl.gov/node/901fd87f-9eb3-4365-8d75-e2ea1d4e2ea8",By,https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16,Leased
NumberOfFacilitiesOnSite,Number Of Facilities On Site,78158,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.NumberOfFacilitiesOnSite,,,,,,,"Words: Term, Word","On,  Site","List-Option,  List-Option","https://bedes.lbl.gov/node/0f05d37e-26f0-4e83-8045-fdff0a9fcf43, https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be","Number,  Of,  Facilities","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa, https://bedes.lbl.gov/node/b6fca2b4-5856-452a-9198-1a0455dd73f0",
OperatorType,Operator Type,78159,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.OperatorType,,,,,,,"Words: Term, Word",Operator,List-Option,https://bedes.lbl.gov/node/e8441dff-490b-4da1-996b-36ef6eba93f7,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
Sections,Sections,78160,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections,,,,,,,Words: all Word,,,,Sections,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,
Section,Section,78161,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section,,,,,,,Words: all Word,,,,Section,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,
SectionType,Section Type,78162,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.SectionType,f004b8d9-f128-4a19-b11d-56be188989f0,Section Type,Premises,Premises breakdown,https://bedes.lbl.gov/node/f004b8d9-f128-4a19-b11d-56be188989f0,1.0,Term-to-Term Match,,,,,,
FootprintShape,Footprint Shape,78163,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.FootprintShape,dc8cd762-b447-4c87-8a7b-1ccf451fbf06,Footprint Shape,Envelope,General shape of the premises outlined by the exterior walls. Illustrations will be added when the web version is developed.,https://bedes.lbl.gov/node/dc8cd762-b447-4c87-8a7b-1ccf451fbf06,1.0,Term-to-Term Match,,,,,,
NumberOfSides,Number Of Sides,78164,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.NumberOfSides,,,,,,,"Words: Term, Word",Sides,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,"Number,  Of","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa",
ThermalZoneLayout,Thermal Zone Layout,78165,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ThermalZoneLayout,31a911ea-321d-46f8-af8b-a937c90790bc,Thermal Zone Layout,Global Terms,Type of zoning used for space conditioning,https://bedes.lbl.gov/node/31a911ea-321d-46f8-af8b-a937c90790bc,1.0,Term-to-Term Match,,,,,,
PerimeterZoneDepth,Perimeter Zone Depth,78166,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.PerimeterZoneDepth,,,,,,,"Words: Term, Word","Perimeter,  Depth","Term,  Term","https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209, https://bedes.lbl.gov/node/5f497898-62a1-4933-95f5-fd8316ec0ad1",Zone,https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,
SideA1Orientation,Side A1 Orientation,78167,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.SideA1Orientation,,,,,,,"Words: Term, Unmatched","Side,  Orientation","List-Option,  Term","https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b, https://bedes.lbl.gov/node/926f2e90-48e4-40d7-bff7-9153ea03b93f",,,A1
Sides,Sides,78168,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides,,,,,,,Words: all Term,Sides,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,,,
Side,Side,78169,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side,959cbc7e-5ded-498f-8b7f-d43604c16e2b,Side,,Common unit abbreviation: Side,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,1.0,Term-to-List-Option Match,,,,,,
SideNumber,Side Number,78170,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.SideNumber,,,,,,,"Words: Term, Word",Side,List-Option,https://bedes.lbl.gov/node/959cbc7e-5ded-498f-8b7f-d43604c16e2b,Number,https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64,
