BuildingSyncPath,State,RequiredValues,RequiredPairedElement
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleID,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.UserDefinedFields,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.LaundrySystems.LaundrySystem.Quantity,,,
Audits.Audit.Systems.PumpSystems,Optional,,
Audits.Audit.Systems.PumpSystems.PumpSystem,Optional,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpEfficiency,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpMaximumFlowRate,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpMinimumFlowRate,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpInstalledFlowRate,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpPowerDemand,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpControlType,Optional,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpOperation,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpingConfiguration,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PumpApplication,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.LinkedSystemID,Optional,,
Audits.Audit.Systems.PumpSystems.PumpSystem.ControlTechnology,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.ThirdPartyCertification,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.Quantity,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.YearInstalled,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.YearofManufacture,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.PrimaryFuel,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.Manufacturer,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.ModelNumber,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.Location,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.UserDefinedFields,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.PumpSystems.PumpSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.FanSystems,Optional,,
Audits.Audit.Systems.FanSystems.FanSystem,Optional,,
Audits.Audit.Systems.FanSystems.FanSystem.FanEfficiency,Optional,,
Audits.Audit.Systems.FanSystems.FanSystem.FanSize,,,
Audits.Audit.Systems.FanSystems.FanSystem.InstalledFlowRate,,,
Audits.Audit.Systems.FanSystems.FanSystem.MinimumFlowRate,,,
Audits.Audit.Systems.FanSystems.FanSystem.MaximumFanPower,,,
Audits.Audit.Systems.FanSystems.FanSystem.FanPowerMinimumRatio,,,
Audits.Audit.Systems.FanSystems.FanSystem.FanType,,,
Audits.Audit.Systems.FanSystems.FanSystem.BeltType,,,
Audits.Audit.Systems.FanSystems.FanSystem.FanApplication,,,
Audits.Audit.Systems.FanSystems.FanSystem.FanControlType,Optional,,
Audits.Audit.Systems.FanSystems.FanSystem.FanPlacement,,,
Audits.Audit.Systems.FanSystems.FanSystem.MotorLocationRelativeToAirStream,,,
Audits.Audit.Systems.FanSystems.FanSystem.DesignStaticPressure,,,
Audits.Audit.Systems.FanSystems.FanSystem.NumberOfDiscreteFanSpeedsCooling,,,
Audits.Audit.Systems.FanSystems.FanSystem.NumberOfDiscreteFanSpeedsHeating,,,
Audits.Audit.Systems.FanSystems.FanSystem.LinkedSystemID,Optional,,
Audits.Audit.Systems.FanSystems.FanSystem.ControlTechnology,,,
Audits.Audit.Systems.FanSystems.FanSystem.ThirdPartyCertification,,,
Audits.Audit.Systems.FanSystems.FanSystem.Quantity,,,
Audits.Audit.Systems.FanSystems.FanSystem.YearInstalled,,,
Audits.Audit.Systems.FanSystems.FanSystem.YearofManufacture,,,
Audits.Audit.Systems.FanSystems.FanSystem.PrimaryFuel,,,
Audits.Audit.Systems.FanSystems.FanSystem.Manufacturer,,,
Audits.Audit.Systems.FanSystems.FanSystem.ModelNumber,,,
Audits.Audit.Systems.FanSystems.FanSystem.Location,,,
Audits.Audit.Systems.FanSystems.FanSystem.UserDefinedFields,,,
Audits.Audit.Systems.FanSystems.FanSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.FanSystems.FanSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.FanSystems.FanSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.MotorSystems,,,
Audits.Audit.Systems.MotorSystems.MotorSystem,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorRPM,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorBrakeHP,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorHP,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorEfficiency,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.DriveEfficiency,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.FullLoadAmps,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorPoleCount,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorEnclosureType,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.MotorApplication,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.LinkedSystemID,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.ControlTechnology,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.ThirdPartyCertification,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.Quantity,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.YearInstalled,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.YearofManufacture,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.PrimaryFuel,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.Manufacturer,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.ModelNumber,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.Location,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.UserDefinedFields,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.MotorSystems.MotorSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.HeatRecoverySystems,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.HeatRecoveryEfficiency,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.EnergyRecoveryEfficiency,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.HeatRecoveryType,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.SystemIDReceivingHeat,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.SystemIDProvidingHeat,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.ControlTechnology,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.ThirdPartyCertification,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.Quantity,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.YearInstalled,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.YearofManufacture,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.Manufacturer,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.ModelNumber,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.Location,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.UserDefinedFields,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.HeatRecoverySystems.HeatRecoverySystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.WallSystems,Required,,
Audits.Audit.Systems.WallSystems.WallSystem,Required,,
Audits.Audit.Systems.WallSystems.WallSystem.ExteriorWallConstruction,,,
Audits.Audit.Systems.WallSystems.WallSystem.ExteriorWallFinish,,,
Audits.Audit.Systems.WallSystems.WallSystem.ExteriorWallColor,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations,Required,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation,Required,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationApplication,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationMaterial,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationThickness,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationContinuity,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationCondition,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationLocation,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallInsulations.WallInsulation.WallInsulationRValue,Required,,
Audits.Audit.Systems.WallSystems.WallSystem.WallRValue,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallUFactor,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallFramingMaterial,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallFramingSpacing,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallFramingDepth,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallFramingFactor,,,
Audits.Audit.Systems.WallSystems.WallSystem.CMUFill,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallExteriorSolarAbsorptance,,,
Audits.Audit.Systems.WallSystems.WallSystem.WallExteriorThermalAbsorptance,,,
Audits.Audit.Systems.WallSystems.WallSystem.InteriorVisibleAbsorptance,,,
Audits.Audit.Systems.WallSystems.WallSystem.ExteriorRoughness,,,
Audits.Audit.Systems.WallSystems.WallSystem.Quantity,,,
Audits.Audit.Systems.WallSystems.WallSystem.YearInstalled,,,
Audits.Audit.Systems.WallSystems.WallSystem.UserDefinedFields,,,
Audits.Audit.Systems.WallSystems.WallSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.WallSystems.WallSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.WallSystems.WallSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.RoofSystems,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofConstruction,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.SpecialRoofClassification,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofFinish,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofColor,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationApplication,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationMaterial,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationThickness,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationContinuity,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationCondition,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofInsulation.RoofInsulationRValue,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.DeckType,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofRValue,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofUFactor,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofFramingMaterial,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofFramingSpacing,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofFramingDepth,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofFramingFactor,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofSlope,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RadiantBarrier,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofExteriorSolarAbsorptance,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofExteriorSolarReflectanceIndex,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.RoofExteriorThermalAbsorptance,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.Quantity,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.YearInstalled,,,
Audits.Audit.Systems.RoofSystems.RoofSystem.UserDefinedFields,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.UserDefinedFields.UserDefinedField,Required,,
Audits.Audit.Systems.RoofSystems.RoofSystem.UserDefinedFields.UserDefinedField.FieldName,Required,"% of Roof Which is Terraces/Setbacks,Terrace/Setback R Value,Roof Condition",Audits.Audit.Systems.RoofSystems.RoofSystem.UserDefinedFields.UserDefinedField.Roof Condition
Audits.Audit.Systems.RoofSystems.RoofSystem.UserDefinedFields.UserDefinedField.FieldValue,Required,,
Audits.Audit.Systems.CeilingSystems,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingConstruction,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingFinish,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingColor,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation.CeilingInsulationApplication,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation.CeilingInsulationMaterial,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation.CeilingInsulationThickness,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation.CeilingInsulationContinuity,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingInsulation.CeilingInsulationCondition,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingRValue,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingUFactor,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingFramingMaterial,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingFramingSpacing,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingFramingDepth,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingFramingFactor,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.CeilingVisibleAbsorptance,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.Quantity,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.YearInstalled,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.UserDefinedFields,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.CeilingSystems.CeilingSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.FenestrationSystems,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowLayout,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowOrientation,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowSillHeight,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.AssemblyType,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowHeight,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowWidth,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.WindowHorizontalSpacing,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.ExteriorShadingType,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.OverhangHeightAboveWindow,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.OverhangProjection,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.VerticalFinDepth,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.DistanceBetweenVerticalFins,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.VerticalEdgeFinOnly,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.LightShelves,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.LightShelves.LightShelfDistanceFromTop,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.LightShelves.LightShelfExteriorProtrusion,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.LightShelves.LightShelfInteriorProtrusion,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Window.InteriorShadingType,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight,Optional,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight.SkylightLayout,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight.AssemblyType,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight.SkylightPitch,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight.SkylightWindowTreatments,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Skylight.SkylightSolarTube,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Door,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Door.ExteriorDoorType,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Door.Vestibule,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Door.DoorOperation,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Door.DoorGlazedAreaFraction,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationType.Other,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationFrameMaterial,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationOperation,Optional,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.Weatherstripped,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.TightnessFitCondition,Optional,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.GlassType,Optional,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationGasFill,Optional,Unknown,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationGlassLayers,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationRValue,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.FenestrationUFactor,Optional,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.SolarHeatGainCoefficient,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.VisibleTransmittance,Required,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.ThirdPartyCertification,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.Quantity,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.YearInstalled,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.Manufacturer,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.ModelNumber,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.UserDefinedFields,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.FenestrationSystems.FenestrationSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.FoundationSystems,Required,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem,Required,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling,Required,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabArea,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabPerimeter,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabExposedPerimeter,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabInsulationThickness,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabRValue,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabUFactor,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabInsulationCondition,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabInsulationOrientation,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.SlabOnGrade.SlabHeating,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorInsulationThickness,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorInsulationCondition,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorRValue,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorUFactor,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorFramingSpacing,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorFramingDepth,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Ventilated.FloorFramingFactor,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallConstruction,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationHeightAboveGrade,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallInsulationThickness,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallRValue,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallUFactor,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallInsulationCondition,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unventilated.FoundationWallInsulationContinuity,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Other,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Crawlspace.CrawlspaceVenting.Unknown,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement,Required,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.BasementConditioning,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationWallConstruction,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationHeightAboveGrade,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationWallInsulationThickness,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationWallRValue,Required,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationWallUFactor,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.FoundationWallInsulationCondition,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.SlabArea,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.SlabPerimeter,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.SlabExposedPerimeter,,,
Audits.Audit.Systems.FoundationSystems.FoundationSystem.GroundCoupling.Basement.SlabInsulationThickness,,,
