Unnamed: 0,attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words,bedes_term_update,bedes_content_uuid_update
71,PercentOfWindowAreaShaded,Percent Of Window Area Shaded,54550,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowIDs.WindowID.PercentOfWindowAreaShaded,977866c8-e6d9-49e2-89dc-20a02aff5f76,Percent Of Fenestration Area Shaded,,,https://bedes.lbl.gov/node/977866c8-e6d9-49e2-89dc-20a02aff5f76,1,Term-to-Term Match,,,,,,,Percent Of Fenestration Area Shaded,977866c8-e6d9-49e2-89dc-20a02aff5f76
72,FenestrationArea,Fenestration Area,54551,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowIDs.WindowID.FenestrationArea,56d33275-d489-43f0-804c-128b25e9b0ad,Fenestration Area,,,https://bedes.lbl.gov/node/56d33275-d489-43f0-804c-128b25e9b0ad,1,Term-to-Term Match,,,,,,,Fenestration Area,56d33275-d489-43f0-804c-128b25e9b0ad
73,WindowID,Window Identifier,54552,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowID,,,,,,,Words: all Term,"Window,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/934211b1-a905-4db1-84af-6ce114f151aa, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
74,WindowToWallRatio,Window To Wall Ratio,54553,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowID.WindowToWallRatio,386c6359-a381-4dbf-b2e0-c72069f7843c,Window To Wall Ratio,Envelope,"Ratio of total window area to total wall area, where the total wall area is calculated using the floor to floor height, rather than the floor to ceiling height.",https://bedes.lbl.gov/node/386c6359-a381-4dbf-b2e0-c72069f7843c,1.0,Term-to-Term Match,,,,,,,,
75,PercentOfWindowAreaShaded,Percent Of Window Area Shaded,54554,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowID.PercentOfWindowAreaShaded,977866c8-e6d9-49e2-89dc-20a02aff5f76,Percent Of Fenestration Area Shaded,,,https://bedes.lbl.gov/node/977866c8-e6d9-49e2-89dc-20a02aff5f76,1,Term-to-Term Match,,,,,,,Percent Of Fenestration Area Shaded,977866c8-e6d9-49e2-89dc-20a02aff5f76
76,FenestrationArea,Fenestration Area,54555,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.WindowID.FenestrationArea,56d33275-d489-43f0-804c-128b25e9b0ad,Fenestration Area,,,https://bedes.lbl.gov/node/56d33275-d489-43f0-804c-128b25e9b0ad,1,Term-to-Term Match,,,,,,,Fenestration Area,56d33275-d489-43f0-804c-128b25e9b0ad
77,DoorIDs,Door Identifier,54556,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.DoorIDs,,,,,,,Words: all Term,"Door,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/30a439aa-8099-4320-8cb6-5c490d09204d, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
78,DoorID,Door Identifier,54557,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.DoorIDs.DoorID,,,,,,,Words: all Term,"Door,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/30a439aa-8099-4320-8cb6-5c490d09204d, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
79,FenestrationArea,Fenestration Area,54558,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.DoorIDs.DoorID.FenestrationArea,56d33275-d489-43f0-804c-128b25e9b0ad,Fenestration Area,,,https://bedes.lbl.gov/node/56d33275-d489-43f0-804c-128b25e9b0ad,1,Term-to-Term Match,,,,,,,Fenestration Area,56d33275-d489-43f0-804c-128b25e9b0ad
80,DoorID,Door Identifier,54559,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.DoorID,,,,,,,Words: all Term,"Door,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/30a439aa-8099-4320-8cb6-5c490d09204d, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
81,FenestrationArea,Fenestration Area,54560,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.DoorID.FenestrationArea,56d33275-d489-43f0-804c-128b25e9b0ad,Fenestration Area,,,https://bedes.lbl.gov/node/56d33275-d489-43f0-804c-128b25e9b0ad,1,Term-to-Term Match,,,,,,,Fenestration Area,56d33275-d489-43f0-804c-128b25e9b0ad
82,ThermalZoneIDs,Thermal Zone Identifier,54561,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.ThermalZoneIDs,,,,,,,Words: all Term,"Thermal Zone,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
83,ThermalZoneID,Thermal Zone Identifier,54562,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Sides.Side.ThermalZoneIDs.ThermalZoneID,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,Thermal Zone Identifier,,,https://bedes.lbl.gov/node/8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,1,Term-to-Term Match,,,,,,,Thermal Zone Identifier,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e
84,Roofs,Roofs,54563,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs,,,,,,,Words: all Term,Roofs,List-Option,https://bedes.lbl.gov/node/2d577d84-1a1d-420e-b827-b7fb8b6d645a,,,,,
85,Roof,Roof,54564,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof,fe6a5ef0-9365-4932-bed7-eb0ca9df5c0b,Roof,,Makes up the top exterior boundary of the premises envelope.  It is generally horizontal or sloped less than 60 degrees from horizontal. Represents the complete roof construction.,https://bedes.lbl.gov/node/fe6a5ef0-9365-4932-bed7-eb0ca9df5c0b,1.0,Term-to-List-Option Match,,,,,,,,
86,RoofID,Roof Identifier,54565,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID,,,,,,,Words: all Term,"Roof,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/2d577d84-1a1d-420e-b827-b7fb8b6d645a, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
87,RoofArea,Roof Area,54566,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.RoofArea,b52b2b7b-bf4a-489a-871f-e24e6fd3568f,Roof Area,,,https://bedes.lbl.gov/node/b52b2b7b-bf4a-489a-871f-e24e6fd3568f,1,Term-to-Term Match,,,,,,,Roof Area,b52b2b7b-bf4a-489a-871f-e24e6fd3568f
88,RoofInsulatedArea,Roof Insulated Area,54567,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.RoofInsulatedArea,0156ffb5-6b5b-41dc-a732-9a40d06740a2,Insulated Roof Area,,,https://bedes.lbl.gov/node/0156ffb5-6b5b-41dc-a732-9a40d06740a2,1,Term-to-Term Match,,,,,,,Insulated Roof Area,0156ffb5-6b5b-41dc-a732-9a40d06740a2
89,RoofCondition,Roof Condition,54568,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.RoofCondition,,,,,,,Words: all Term,"Roof,  Condition","List-Option,  Term","https://bedes.lbl.gov/node/2d577d84-1a1d-420e-b827-b7fb8b6d645a, https://bedes.lbl.gov/node/c38f9cc1-b4fe-459f-a194-41188cc02e89",,,,,
90,SkylightIDs,Skylight Identifier,54569,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.SkylightIDs,,,,,,,Words: all Term,"Skylight,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/7550475d-8445-4497-9bfb-fd47e7b32d43, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
91,SkylightID,Skylight Identifier,54570,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.SkylightIDs.SkylightID,,,,,,,Words: all Term,"Skylight,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/7550475d-8445-4497-9bfb-fd47e7b32d43, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
92,PercentSkylightArea,Percent Skylight Area,54571,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Roofs.Roof.RoofID.SkylightIDs.SkylightID.PercentSkylightArea,1cc713a8-83d7-420a-9438-34d94b36f8e2,Percent Skylight Area,Envelope,The percent of the skylight area relative to the roof area.,https://bedes.lbl.gov/node/1cc713a8-83d7-420a-9438-34d94b36f8e2,1,Term-to-Term Match,,,,,,,Percent Skylight Area,1cc713a8-83d7-420a-9438-34d94b36f8e2
93,Ceilings,Ceilings,54572,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings,,,,,,,Words: all Term,Ceilings,List-Option,https://bedes.lbl.gov/node/a5211197-7523-4649-932d-f67b64e6c9f2,,,,,
94,Ceiling,Ceiling,54573,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling,a5211197-7523-4649-932d-f67b64e6c9f2,Ceiling,,A finished construction under the roof or adjacent floor,https://bedes.lbl.gov/node/a5211197-7523-4649-932d-f67b64e6c9f2,1.0,Term-to-List-Option Match,,,,,,,,
95,CeilingID,Ceiling Identifier,54574,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID,,,,,,,Words: all Term,"Ceiling,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/a5211197-7523-4649-932d-f67b64e6c9f2, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
96,CeilingArea,Ceiling Area,54575,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.CeilingArea,78410d69-f780-4550-8633-a81ba4d66202,Ceiling Area,,,https://bedes.lbl.gov/node/78410d69-f780-4550-8633-a81ba4d66202,1,Term-to-Term Match,,,,,,,Ceiling Area,78410d69-f780-4550-8633-a81ba4d66202
97,CeilingInsulatedArea,Ceiling Insulated Area,54576,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.CeilingInsulatedArea,9dc7278b-28a5-4fb4-ac18-0f929de46c34,Insulated Ceiling Area,,,https://bedes.lbl.gov/node/9dc7278b-28a5-4fb4-ac18-0f929de46c34,1,Term-to-Term Match,,,,,,,Insulated Ceiling Area,9dc7278b-28a5-4fb4-ac18-0f929de46c34
98,ThermalZoneIDs,Thermal Zone Identifier,54577,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.ThermalZoneIDs,,,,,,,Words: all Term,"Thermal Zone,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
99,ThermalZoneID,Thermal Zone Identifier,54578,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.ThermalZoneIDs.ThermalZoneID,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,Thermal Zone Identifier,,,https://bedes.lbl.gov/node/8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,1,Term-to-Term Match,,,,,,,Thermal Zone Identifier,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e
100,SpaceIDs,Space Identifier,54579,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.SpaceIDs,,,,,,,Words: all Term,"Space,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
101,SpaceID,Space Identifier,54580,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Ceilings.Ceiling.CeilingID.SpaceIDs.SpaceID,c36134ba-48cf-43e7-b817-b38976e9c5ff,Space Identifier,,,https://bedes.lbl.gov/node/c36134ba-48cf-43e7-b817-b38976e9c5ff,1,Term-to-Term Match,,,,,,,Space Identifier,c36134ba-48cf-43e7-b817-b38976e9c5ff
102,ExteriorFloors,Exterior Floors,54581,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors,,,,,,,Words: all Term,"Exterior,  Floors","List-Option,  List-Option","https://bedes.lbl.gov/node/4c4b6f76-164d-43ff-9b15-593283074f6c, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,,,
103,ExteriorFloor,Exterior Floor,54582,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor,,,,,,,Words: all Term,"Exterior,  Floor","List-Option,  List-Option","https://bedes.lbl.gov/node/4c4b6f76-164d-43ff-9b15-593283074f6c, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56",,,,,
104,ExteriorFloorID,Exterior Floor Identifier,54583,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID,,,,,,,Words: all Term,"Exterior,  Floor,  Identifier","List-Option,  List-Option,  Term","https://bedes.lbl.gov/node/4c4b6f76-164d-43ff-9b15-593283074f6c, https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
105,ExteriorFloorArea,Exterior Floor Area,54584,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID.ExteriorFloorArea,fcc652c8-9194-4925-9656-5eeb99666ab5,Exterior Floor Area,,,https://bedes.lbl.gov/node/fcc652c8-9194-4925-9656-5eeb99666ab5,1,Term-to-Term Match,,,,,,,Exterior Floor Area,fcc652c8-9194-4925-9656-5eeb99666ab5
106,ThermalZoneIDs,Thermal Zone Identifier,54585,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID.ThermalZoneIDs,,,,,,,Words: all Term,"Thermal Zone,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
107,ThermalZoneID,Thermal Zone Identifier,54586,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID.ThermalZoneIDs.ThermalZoneID,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,Thermal Zone Identifier,,,https://bedes.lbl.gov/node/8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,1,Term-to-Term Match,,,,,,,Thermal Zone Identifier,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e
108,SpaceIDs,Space Identifier,54587,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID.SpaceIDs,,,,,,,Words: all Term,"Space,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
109,SpaceID,Space Identifier,54588,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ExteriorFloors.ExteriorFloor.ExteriorFloorID.SpaceIDs.SpaceID,c36134ba-48cf-43e7-b817-b38976e9c5ff,Space Identifier,,,https://bedes.lbl.gov/node/c36134ba-48cf-43e7-b817-b38976e9c5ff,1,Term-to-Term Match,,,,,,,Space Identifier,c36134ba-48cf-43e7-b817-b38976e9c5ff
110,Foundations,Foundations,54589,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations,,,,,,,Words: all Word,,,,Foundations,https://bedes.lbl.gov/node/141a6da0-e9ba-48e5-906d-4481652de010,,,
111,Foundation,Foundation,54590,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation,,,,,,,Words: all Word,,,,Foundation,https://bedes.lbl.gov/node/141a6da0-e9ba-48e5-906d-4481652de010,,,
112,FoundationID,Foundation Identifier,54591,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID,,,,,,,"Words: Term, Word",Identifier,Term,https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83,Foundation,https://bedes.lbl.gov/node/141a6da0-e9ba-48e5-906d-4481652de010,,,
113,FoundationArea,Foundation Area,54592,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID.FoundationArea,4799bef6-31f4-4a0d-817f-181fa26ed46f,Foundation Wall Area,,,https://bedes.lbl.gov/node/4799bef6-31f4-4a0d-817f-181fa26ed46f,1,Term-to-Term Match,,,,,,,Foundation Wall Area,4799bef6-31f4-4a0d-817f-181fa26ed46f
114,ThermalZoneIDs,Thermal Zone Identifier,54593,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID.ThermalZoneIDs,,,,,,,Words: all Term,"Thermal Zone,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
115,ThermalZoneID,Thermal Zone Identifier,54594,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID.ThermalZoneIDs.ThermalZoneID,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,Thermal Zone Identifier,,,https://bedes.lbl.gov/node/8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e,1,Term-to-Term Match,,,,,,,Thermal Zone Identifier,8a08b4d9-a1d2-443c-ab7f-ca2bcccadd3e
116,SpaceIDs,Space Identifier,54595,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID.SpaceIDs,,,,,,,Words: all Term,"Space,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,,,
117,SpaceID,Space Identifier,54596,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.Foundations.Foundation.FoundationID.SpaceIDs.SpaceID,c36134ba-48cf-43e7-b817-b38976e9c5ff,Space Identifier,,,https://bedes.lbl.gov/node/c36134ba-48cf-43e7-b817-b38976e9c5ff,1,Term-to-Term Match,,,,,,,Space Identifier,c36134ba-48cf-43e7-b817-b38976e9c5ff
118,XOffset,X Offset,54597,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.XOffset,6b13bf69-4496-43a6-a7d3-01019f27cd08,X Offset,,,https://bedes.lbl.gov/node/6b13bf69-4496-43a6-a7d3-01019f27cd08,1,Term-to-Term Match,,,,,,,X Offset,6b13bf69-4496-43a6-a7d3-01019f27cd08
119,YOffset,Y Offset,54598,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.YOffset,7cfc3b97-343c-4489-8b19-227217ca4086,Y Offset,,,https://bedes.lbl.gov/node/7cfc3b97-343c-4489-8b19-227217ca4086,1,Term-to-Term Match,,,,,,,Y Offset,7cfc3b97-343c-4489-8b19-227217ca4086
120,ZOffset,Z Offset,54599,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ZOffset,438a9ba1-21d8-4cb4-9ad3-2e25abf0a644,Z Offset,,,https://bedes.lbl.gov/node/438a9ba1-21d8-4cb4-9ad3-2e25abf0a644,1,Term-to-Term Match,,,,,,,Z Offset,438a9ba1-21d8-4cb4-9ad3-2e25abf0a644
121,FloorsPartiallyBelowGrade,Floors Partially Below Grade,54600,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.FloorsPartiallyBelowGrade,3a61f3ad-eaf7-4ac9-a427-415f3c02ee7b,Partially Below Grade Floor Quantity,,,https://bedes.lbl.gov/node/3a61f3ad-eaf7-4ac9-a427-415f3c02ee7b,1,Term-to-Term Match,,,,,,,Partially Below Grade Floor Quantity,3a61f3ad-eaf7-4ac9-a427-415f3c02ee7b
122,FloorToFloorHeight,To Floor Height,54601,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.FloorToFloorHeight,d44fc6e3-c300-4a32-8b8b-1d7bda350642,Floor To Floor Height,,,https://bedes.lbl.gov/node/d44fc6e3-c300-4a32-8b8b-1d7bda350642,1,Term-to-Term Match,,,,,,,Floor To Floor Height,d44fc6e3-c300-4a32-8b8b-1d7bda350642
123,FloorToCeilingHeight,Floor To Ceiling Height,54602,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.FloorToCeilingHeight,ac0db8bc-d929-4aac-848c-a4dafe368071,Floor To Ceiling Height,,,https://bedes.lbl.gov/node/ac0db8bc-d929-4aac-848c-a4dafe368071,1,Term-to-Term Match,,,,,,,Floor To Ceiling Height,ac0db8bc-d929-4aac-848c-a4dafe368071
124,ThermalZones,Thermal Zones,54603,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ThermalZones,adfdd485-010a-478c-afe3-e31e6f5d5fe0,Thermal zone,,"Thermal zone is a space or group of spaces within a building with heating and cooling requirements that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor.",https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0,0.984615385,Term-to-List-Option Match,,,,,,,,
125,ThermalZone,Thermal Zone,54604,BuildingSync.Facilities.Facility.Sites.Site.Buildings.Building.Sections.Section.ThermalZones.ThermalZone,adfdd485-010a-478c-afe3-e31e6f5d5fe0,Thermal zone,,"Thermal zone is a space or group of spaces within a building with heating and cooling requirements that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor.",https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0,1.0,Term-to-List-Option Match,,,,,,,,
