Unnamed: 0,attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words,bedes_term_update,bedes_content_uuid_update
2321,Analog,Analog,56800,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2322,CommunicationProtocol,Communication Protocol,56801,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2323,Digital,Digital,56802,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2324,CommunicationProtocol,Communication Protocol,56803,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2325,Pneumatic,Pneumatic,56804,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2326,Other,Other,56805,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2327,OtherCommunicationProtocolName,Other Communication Protocol Name,56806,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2328,OtherControlStrategyName,Other Control Strategy Name,56807,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.AdvancedPowerStrip.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2329,Manual,Manual,56808,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual,ae5157b0-93b8-435a-a983-6ed25df7973e,Manual,,Manual operation of on and off switch.,https://bedes.lbl.gov/node/ae5157b0-93b8-435a-a983-6ed25df7973e,1.0,Term-to-List-Option Match,,,,,,,,
2330,ControlStrategy,Control Strategy,56809,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlStrategy,8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,Control Strategy,Controls and Operations,Control logic or strategy that is programed into the system.,https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,1.0,Term-to-Term Match,,,,,,,,
2331,ControlSystemType,Control System Type,56810,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType,,,,,,,"Words: Term, Word",System,List-Option,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,"Control,  Type","https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",,,
2332,Analog,Analog,56811,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2333,CommunicationProtocol,Communication Protocol,56812,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2334,Digital,Digital,56813,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2335,CommunicationProtocol,Communication Protocol,56814,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2336,Pneumatic,Pneumatic,56815,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2337,Other,Other,56816,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2338,OtherCommunicationProtocolName,Other Communication Protocol Name,56817,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2339,OtherControlStrategyName,Other Control Strategy Name,56818,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Manual.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2340,Timer,Timer,56819,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer,63f2f2f0-b4d9-43f6-bf87-2d6df1ac06e3,Timer,,,https://bedes.lbl.gov/node/63f2f2f0-b4d9-43f6-bf87-2d6df1ac06e3,1.0,Term-to-List-Option Match,,,,,,,,
2341,ControlStrategy,Control Strategy,56820,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlStrategy,8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,Control Strategy,Controls and Operations,Control logic or strategy that is programed into the system.,https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,1.0,Term-to-Term Match,,,,,,,,
2342,ControlSystemType,Control System Type,56821,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType,,,,,,,"Words: Term, Word",System,List-Option,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,"Control,  Type","https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",,,
2343,Analog,Analog,56822,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2344,CommunicationProtocol,Communication Protocol,56823,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2345,Digital,Digital,56824,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2346,CommunicationProtocol,Communication Protocol,56825,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2347,Pneumatic,Pneumatic,56826,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2348,Other,Other,56827,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2349,OtherCommunicationProtocolName,Other Communication Protocol Name,56828,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2350,OtherControlStrategyName,Other Control Strategy Name,56829,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Timer.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2351,Thermostat,Thermostat,56830,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat,069e6b66-5850-48bb-ae29-856457388eb1,Thermostat,,"A thermostat is a device that automatically regulates temperature, or that activates a device when the temperature reaches a certain point.",https://bedes.lbl.gov/node/069e6b66-5850-48bb-ae29-856457388eb1,1.0,Term-to-List-Option Match,,,,,,,,
2352,ControlStrategy,Control Strategy,56831,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlStrategy,8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,Control Strategy,Controls and Operations,Control logic or strategy that is programed into the system.,https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,1.0,Term-to-Term Match,,,,,,,,
2353,ControlSystemType,Control System Type,56832,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType,,,,,,,"Words: Term, Word",System,List-Option,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,"Control,  Type","https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",,,
2354,Analog,Analog,56833,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2355,CommunicationProtocol,Communication Protocol,56834,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2356,Digital,Digital,56835,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2357,CommunicationProtocol,Communication Protocol,56836,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2358,Pneumatic,Pneumatic,56837,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2359,Other,Other,56838,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2360,OtherCommunicationProtocolName,Other Communication Protocol Name,56839,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2361,OtherControlStrategyName,Other Control Strategy Name,56840,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Thermostat.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2362,OtherControlTechnology,Other Control Technology,56841,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology,,,,,,,Words: all Term,"Control Technology,  Other","Term,  List-Option","https://bedes.lbl.gov/node/9f25b506-119d-4216-950e-8c2530512ce9, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455",,,,,
2363,ControlStrategy,Control Strategy,56842,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlStrategy,8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,Control Strategy,Controls and Operations,Control logic or strategy that is programed into the system.,https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,1.0,Term-to-Term Match,,,,,,,,
2364,ControlSystemType,Control System Type,56843,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType,,,,,,,"Words: Term, Word",System,List-Option,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,"Control,  Type","https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",,,
2365,Analog,Analog,56844,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2366,CommunicationProtocol,Communication Protocol,56845,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2367,Digital,Digital,56846,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2368,CommunicationProtocol,Communication Protocol,56847,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2369,Pneumatic,Pneumatic,56848,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Pneumatic,55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,Pneumatic,,,https://bedes.lbl.gov/node/55ffb6cf-74d4-4abe-b8ce-f9a9d82e097f,1.0,Term-to-List-Option Match,,,,,,,,
2370,Other,Other,56849,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Other,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1.0,Term-to-List-Option Match,,,,,,,,
2371,OtherCommunicationProtocolName,Other Communication Protocol Name,56850,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.ControlSystemType.Other.OtherCommunicationProtocolName,,,,,,,"Words: Term, Word","Other,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239","Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2372,OtherControlTechnologyName,Other Control Technology Name,56851,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.OtherControlTechnologyName,,,,,,,Words: all Term,"Control Technology,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/9f25b506-119d-4216-950e-8c2530512ce9, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2373,OtherControlStrategyName,Other Control Strategy Name,56852,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.OtherControlTechnology.OtherControlStrategyName,,,,,,,Words: all Term,"Control Strategy,  Other,  Name","Term,  List-Option,  List-Option","https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40, https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
2374,Occupancy,Occupancy,56853,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy,a9b0e70c-ca83-42e4-9de0-d5dc87953dc9,Occupancy,,"Construction is complete and the building is occupied. Actual operational performance is tracked and can be used to benchmark and retro-commission the building. Energy analysis can be used to assist commissioning, fault-detection and diagnosis, and in building control.",https://bedes.lbl.gov/node/a9b0e70c-ca83-42e4-9de0-d5dc87953dc9,1.0,Term-to-List-Option Match,,,,,,,,
2375,ControlSensor,Control Sensor,56854,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSensor,,,,,,,"Words: Term, Word",Sensor,List-Option,https://bedes.lbl.gov/node/3cf90191-c2d5-4d4e-815a-d9cce051cb7e,Control,https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4,,,
2376,ControlStrategy,Control Strategy,56855,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlStrategy,8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,Control Strategy,Controls and Operations,Control logic or strategy that is programed into the system.,https://bedes.lbl.gov/node/8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40,1.0,Term-to-Term Match,,,,,,,,
2377,ControlSystemType,Control System Type,56856,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType,,,,,,,"Words: Term, Word",System,List-Option,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,"Control,  Type","https://bedes.lbl.gov/node/68c9b062-aeb0-4f0a-9a3c-3769bcaaddf4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",,,
2378,Analog,Analog,56857,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Analog,0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,Analog,,"A television product which has an NTSC, PAL, or SECAM tuner, and may have analog video inputs (e.g., composite video, component video, S-video, RGB).",https://bedes.lbl.gov/node/0d90d2be-5b21-4e9f-9e40-b5aa0909d8e2,1.0,Term-to-List-Option Match,,,,,,,,
2379,CommunicationProtocol,Communication Protocol,56858,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Analog.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
2380,Digital,Digital,56859,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Digital,0e420d91-142d-4794-89df-dadee4178a88,Digital,,"A television product which has at least one digital tuner or at least one digital video input (e.g., HDMI). Products with an analog tuner and both analog and digital inputs are considered digital products under this specification.",https://bedes.lbl.gov/node/0e420d91-142d-4794-89df-dadee4178a88,1.0,Term-to-List-Option Match,,,,,,,,
2381,CommunicationProtocol,Communication Protocol,56860,BuildingSync.Facilities.Facility.Systems.LaundrySystems.LaundrySystem.Controls.Control.Occupancy.ControlSystemType.Digital.CommunicationProtocol,,,,,,,Words: all Word,,,,"Communication,  Protocol","https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc, https://bedes.lbl.gov/node/73ab9964-1cf9-46eb-a102-4e7131e52acc",,,
