attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,term_or_lo,matched_to_term,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words 
ThirdPartyCertification,2007,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.ThirdPartyCertification,68b749ce-4da6-4224-9152-57d9ce4a07f3,Third party certification,,Fenestration rating produced by a third-party certification body.,https://bedes.lbl.gov/node/68b749ce-4da6-4224-9152-57d9ce4a07f3,0.984,List-Option,,,,,
YearInstalled,2008,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.YearInstalled,,,,,,,"List-Option, List-Option","Year, Installed","https://bedes.lbl.gov/node/d66ce29c-dc1b-4a9e-b0ba-abc5c35ed6b1, https://bedes.lbl.gov/node/89e2f3f7-3a4e-42f5-bed5-3c1bb8113edd",,,
YearofManufacture,2009,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.YearofManufacture,935c6bff-fc4f-4fed-a9d2-59bfd70268df,Year of Manufacture,Global Terms,Year the product was produced and labeled by the manufacturer.,https://bedes.lbl.gov/node/935c6bff-fc4f-4fed-a9d2-59bfd70268df,0.9789473684210527,Term,,,,,
PrimaryFuel,2010,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
Manufacturer,2011,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Manufacturer,b5eee59c-938f-4ad2-b987-4ec1b620f757,Manufacturer,Global Terms,Manufacturer of the product.,https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757,1.0,Term,,,,,
ModelNumber,2012,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.ModelNumber,77ad671a-e05f-4700-81aa-cc6d4c43a26a,Model Number,Global Terms,Model or catalogue number that can be used to identify more detailed component or asset characteristics.,https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a,0.9833333333333333,Term,,,,,
Location,2013,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1.0,Term,,,,,
LinkedPremises,2014,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises,,,,,,,List-Option,Premises,https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564,,,Linked
Facility,2015,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility,,,,,,,,,,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,
LinkedFacilityID,2016,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID,,,,,,,List-Option,ID,https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493,Facility,https://bedes.lbl.gov/node/f1573c10-fc34-4e6c-9b65-4766bdeedb88,Linked
LinkedScheduleIDs,2017,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2018,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2019,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2020,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2021,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2022,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2023,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2024,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2025,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Site,2026,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site,9903ed36-9213-4446-b9af-3f165cfed87c,Site,,Site refers to the land on which the premises is built on.,https://bedes.lbl.gov/node/9903ed36-9213-4446-b9af-3f165cfed87c,1.0,List-Option,,,,,
LinkedSiteID,2027,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID,,,,,,,"List-Option, List-Option","Site, ID","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleIDs,2028,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2029,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2030,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2031,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2032,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2033,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2034,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2035,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2036,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Building,2037,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building,ee24930d-e880-4212-b3f7-ac8f511111d4,Building,,"A building is a single structure wholly or partially enclosed within exterior walls, or within exterior and abutment walls (party walls), and a roof, affording shelter to persons, animals, or property. A building can be two or more units held in the condominium form of ownership that are governed by the same board of managers.",https://bedes.lbl.gov/node/ee24930d-e880-4212-b3f7-ac8f511111d4,1.0,List-Option,,,,,
LinkedBuildingID,2038,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID,,,,,,,"List-Option, List-Option","Building, ID","https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleIDs,2039,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2040,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2041,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2042,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2043,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2044,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2045,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2046,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2047,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Subsection,2048,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection,,,,,,,,,,,,Subsection
LinkedSubsectionID,2049,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID,,,,,,,List-Option,ID,https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493,,,"Linked, Subsection"
LinkedScheduleIDs,2050,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2051,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2052,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2053,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2054,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2055,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2056,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2057,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2058,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
ThermalZone,2059,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone,adfdd485-010a-478c-afe3-e31e6f5d5fe0,Thermal zone,,"Thermal zone is a space or group of spaces within a building with heating and cooling requirements that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor.",https://bedes.lbl.gov/node/adfdd485-010a-478c-afe3-e31e6f5d5fe0,0.9833333333333333,List-Option,,,,,
LinkedThermalZoneID,2060,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,,,"List-Option, List-Option","Thermal, ID","https://bedes.lbl.gov/node/b93b2553-292d-4038-8a3c-ffc81a28a0f9, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",Zone,https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,Linked
LinkedScheduleIDs,2061,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2062,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2063,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2064,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2065,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,2066,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"List-Option, Term, List-Option","Floor, Area, Name","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,2067,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,,,"List-Option, Term, Term","Floor, Area, Value","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,2068,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,2069,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,,,,,,,,,,Story
Space,2070,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space,1bc16d94-c485-4a6e-ad52-182d753b317b,Space,,"A space is a section within a building or area that aids the primary activity and could not stand alone, such as a hallway or a closet.",https://bedes.lbl.gov/node/1bc16d94-c485-4a6e-ad52-182d753b317b,1.0,List-Option,,,,,
LinkedSpaceID,2071,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID,,,,,,,"List-Option, List-Option","Space, ID","https://bedes.lbl.gov/node/1656d1aa-d0e0-4486-9875-8cc080996256, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleIDs,2072,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
LinkedScheduleID,2073,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,,,"List-Option, List-Option","Schedule, ID","https://bedes.lbl.gov/node/8fbe43d0-4ba3-4c0c-ac70-7e397d4ca60b, https://bedes.lbl.gov/node/fa5b0da0-216c-48c1-b2e2-041cafc31493",,,Linked
FloorAreas,2074,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,,,"List-Option, Term","Floor, Areas","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,2075,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,2076,BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,,,"List-Option, Term","Floor, Area","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
