attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,term_or_lo,matched_to_term,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words 
PrimaryFuel,3084,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
SourceEnergyUse,3085,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
SourceEnergyUseIntensity,3086,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436","Use, Intensity","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/8ec6b0be-01d7-427d-b142-6529dccc8fd5",
EnergyUseByFuelTypes,3087,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3088,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUse,3089,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
PrimaryFuel,3090,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
UseTypes,3091,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes,,,,,,,,,,"Use, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
UseType,3092,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType,,,,,,,,,,"Use, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
AssetScoreUseType,3093,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreUseType,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,"Asset, Use, Type","https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867, https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
AssetScoreData,3094,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,"Asset, Data","https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867, https://bedes.lbl.gov/node/9bcb413f-f100-4f77-953c-5ebdad916148",
Score,3095,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.Score,5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,Score,,"Numeric score, either an absolute number or number within a range such as 1-100",https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,1.0,List-Option,,,,,
SiteEnergyUse,3096,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse,,,,,,,"List-Option, List-Option","Site, Energy","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
EnergyUseByFuelTypes,3097,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3098,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUse,3099,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
PrimaryFuel,3100,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
SourceEnergyUse,3101,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
SourceEnergyUseIntensity,3102,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436","Use, Intensity","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/8ec6b0be-01d7-427d-b142-6529dccc8fd5",
EnergyUseByFuelTypes,3103,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3104,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUse,3105,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
PrimaryFuel,3106,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
ENERGYSTARScore,3107,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ENERGYSTARScore,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,,,ENERGYSTAR
Other,3108,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other,,,,,,,,,,Other,https://bedes.lbl.gov/node/0707002a-2bf0-46f3-a2c2-ba8f019ca97e,
AnnualSavingsSiteEnergy,3109,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsSiteEnergy,,,,,,,"List-Option, List-Option, List-Option","Annual, Site, Energy","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualSavingsSourceEnergy,3110,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsSourceEnergy,,,,,,,"List-Option, List-Option, List-Option","Annual, Source, Energy","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualSavingsCost,3111,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsCost,,,,,,,"List-Option, Term","Annual, Cost","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
SummerPeakElectricityReduction,3112,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.SummerPeakElectricityReduction,,,,,,,"List-Option, List-Option","Summer, Electricity","https://bedes.lbl.gov/node/7f252afa-4dde-4b6b-925e-2b69c30fbadd, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
WinterPeakElectricityReduction,3113,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.WinterPeakElectricityReduction,,,,,,,"List-Option, List-Option","Winter, Electricity","https://bedes.lbl.gov/node/26d6b524-6d00-48e6-af2c-3cc7612392e9, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
AnnualPeakElectricityReduction,3114,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualPeakElectricityReduction,,,,,,,"List-Option, List-Option","Annual, Electricity","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
AnnualWaterSavings,3115,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualWaterSavings,,,,,,,"List-Option, List-Option","Annual, Water","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/1eb1ea90-8414-47f3-b827-e5a36854ac65",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualWaterCostSavings,3116,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualWaterCostSavings,,,,,,,"List-Option, List-Option, Term","Annual, Water, Cost","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/1eb1ea90-8414-47f3-b827-e5a36854ac65, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
SimplePayback,3117,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.SimplePayback,f4a95d94-f54b-48e1-9096-8230adf72b16,Simple payback,,The length of time required for an investment to pay for itself.,https://bedes.lbl.gov/node/f4a95d94-f54b-48e1-9096-8230adf72b16,0.9857142857142858,List-Option,,,,,
NetPresentValue,3118,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.NetPresentValue,4019bef3-2394-4b14-aa86-726d9c5e7fa7,Net present value,,Net Present Value (NPV) of a measure or a project,https://bedes.lbl.gov/node/4019bef3-2394-4b14-aa86-726d9c5e7fa7,0.9725490196078431,List-Option,,,,,
InternalRateOfReturn,3119,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.InternalRateOfReturn,f7e8e266-e91d-4bae-b0d0-a5783d8da8f7,Internal rate of return,,Internal rate of return (IRR) of a measure or a project,https://bedes.lbl.gov/node/f7e8e266-e91d-4bae-b0d0-a5783d8da8f7,0.9739130434782608,List-Option,,,,,
ReferenceCase,3120,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.ReferenceCase,,,,,,,List-Option,Case,https://bedes.lbl.gov/node/dca1ef60-2206-44eb-9942-5f8d3be191c0,Reference,https://bedes.lbl.gov/node/c02c53de-cb42-44ca-98ea-f4ec7aeb5344,
AssetScore,3121,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,Asset,https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867,
WholeBuilding,3122,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding,,,,,,,List-Option,Building,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,Whole,https://bedes.lbl.gov/node/4d229038-d4b0-459c-b4e9-3f79de2391af,
EnergyUseByEndUses,3123,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses,,,,,,,"List-Option, List-Option","Energy, End","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/b04873c7-3936-4c0a-9567-ce7f9059877c","Use, By, Uses","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3",
EnergyUseByEndUse,3124,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse,,,,,,,"List-Option, List-Option","Energy, End","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/b04873c7-3936-4c0a-9567-ce7f9059877c","Use, By, Use","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3",
EnergyUse,3125,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
EndUse,3126,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EndUse,af5347a6-34a5-4c9c-aa98-ff257a3b90e3,End Use,Resources,Resource end use. This can also be used to qualify a renewable energy that is generated on-site that has its own dedicated meter. This can be applied at the premises or individual system or equipment level.,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,0.9666666666666667,Term,,,,,
Rankings,3127,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings,,,,,,,,,,,,Rankings
Ranking,3128,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking,,,,,,,,,,,,Ranking
Type,3129,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,,,,,,,,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
SystemsType,3130,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,,,,,List-Option,Systems,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
EnvelopeType,3131,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,,,,,,,,"Envelope, Type","https://bedes.lbl.gov/node/19c9c99b-2596-4e2f-90e3-440bea46e9e4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
Rank,3132,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,,,,,,,,,,Rank
AssetScoreData,3133,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,"Asset, Data","https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867, https://bedes.lbl.gov/node/9bcb413f-f100-4f77-953c-5ebdad916148",
Score,3134,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.Score,5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,Score,,"Numeric score, either an absolute number or number within a range such as 1-100",https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,1.0,List-Option,,,,,
SiteEnergyUse,3135,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,,,,,"List-Option, List-Option","Site, Energy","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
EnergyUseByFuelTypes,3136,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3137,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
