BuildingSyncPath,State,RequiredValues,RequiredPairedElement,GroupID,GroupingLevel
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.ReferenceCase,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreUseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.ENERGYSTARScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Normalized,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Normalized.NormalizationYears,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Normalized.NormalizationStartYear,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Normalized.WeatherDataSource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.AdjustedToYear,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.AdjustedToYear.WeatherYear,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.AdjustedToYear.WeatherDataSource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Actual,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Actual.WeatherDataSource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.WeatherType.Other,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.PercentResource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.SharedResourceSystem,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.EndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.PercentEndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.AnnualFuelUseNativeUnits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.AnnualFuelUseConsistentUnits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.FuelUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UtilityIDs,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UtilityIDs.UtilityID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.EmissionBoundary,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.EmissionsType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.EmissionsFactor,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.EmissionsFactorSource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.GHGEmissions,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.Emissions.Emission.AvoidedEmissions,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.EnergyResource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.ResourceBoundary,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.WaterResource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.ResourceUnits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ResourceUses.ResourceUse.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.ReadingType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.TimeSeriesReadingQuantity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.StartTimeStamp,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.EndTimeStamp,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.IntervalFrequency,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.IntervalReading,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.Phase,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.EnergyFlowDirection,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.HeatingDegreeDays,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.CoolingDegreeDays,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.HDDBaseTemperature,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.CDDBaseTemperature,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.ResourceUseID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TimeSeriesData.TimeSeries.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.EndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.SiteEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.EnergyCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.OnsiteRenewableSystemElectricityExported,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.ElectricitySourcedFromOnsiteRenewableSystems,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.SummerPeak,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WinterPeak,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WaterUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WaterIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WaterCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WasteWaterVolume,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.TemporalStatus,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.ResourceBoundary,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.WaterResource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AllResourceTotals.AllResourceTotal.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AnnualHeatingDegreeDays,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.AnnualCoolingDegreeDays,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.HDDBaseTemperature,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.CDDBaseTemperature,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.TemporalStatus,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises,Optional,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building,Optional,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID,Optional,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
