BuildingSyncPath,State,RequiredValues,RequiredPairedElement,GroupID,GroupingLevel
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems.CriticalITSystems.CriticalITSystem.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PlugLoadType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PlugLoadPeakPower,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PlugLoadStandbyPower,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PlugLoadNominalPower,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.ControlTechnology,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.ThirdPartyCertification,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.YearInstalled,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.YearofManufacture,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Manufacturer,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.ModelNumber,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Location,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.PlugLoad.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.PlugLoads.MiscellaneousElectricLoad,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadPeakPower,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ProcessLoadStandbyPower,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.HeatGainFraction,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.DutyCycle,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ControlTechnology,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ThirdPartyCertification,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.YearInstalled,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.YearofManufacture,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.Manufacturer,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.ModelNumber,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.Location,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,
